朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
现代,汤,内,19915.0,稀莶至阳汤,《千家妙方》上册,九制豨莶草50g  黄芪15g  天南星10g  禹白附10g  川附片10g  川芎5g  红花5g  细辛2．5g  防风10g  牛膝10g  僵蚕5g  苏木10g,10g,温补阳气，通经活血,中风,阳虚血凝，致患脑出血,水煎，去滓,温服，每日一剂,,y,12.0,,,
宋,散,内,19955.0,蝉花无比散,《太平惠民和剂局方》卷七续添诸局经验秘方,蛇蜕(微炙)30g  蝉蜕(去头、足、翅)60g  羌活  当归  石决明(用盐同东流水煮一伏时，漉出，捣研如粉)  川芎各90g  防风  茯苓炙甘草各120g  芍药(赤者)400g  蒺藜(炒，去刺)250g  苍术(浸，去皮，炒)360g,120g,祛风清肝，退翳明目。,祛风解表(风热)　目,远年近日一切风眼、气眼攻注，眼目昏暗，睑生风粟，或痛或痒，渐生翳膜，侵睛遮障，视物不明；久患偏正头风，牵搐两眼，渐渐细小，连眶赤烂；小儿疮疹入眼，白膜遮睛，赤涩隐痛。,上为末,每次9g，食后用米泔或茶清调服。常服。,,y,12.0,,,
明,汤,内,20130.0,聪耳益气汤,《增补内经拾遗方论》卷四,人参  白术  茯苓  甘草  黄芪  当归  防风  荆芥  陈皮  升麻  柴胡  石菖蒲,wbz,益气聪耳,其它祛风通窍　耳　虚,气虚耳聋,用水400ml，煎至320m1，去滓,空心温服,,n,12.0,,,
元,丸,内,20192.0,蝎梢半夏丸,《御药院方》卷一,蝎梢(去刺，炒)  白僵蚕(生jiang汁炒)  天南星(炮)  半夏(汤浸七遍，用生jiang汁制焙作面)  明天麻  川独活  白花蛇(jiu浸，去皮、膏，取肉)  川芎  南青皮(去白)  紫苏叶  木香  防风各15g,15g,祛风化痰，清爽头目。,止痉,风痰上攻，咳嗽鼻塞，头目昏痛，手足麻木，头项强直，筋麻不利。,上为细末，用生姜自然汁打糊为丸，如梧桐子大，以朱砂为衣。 ,每次30～50丸，食后用生姜汤送服。,,y,12.0,,,
明,丸,内,20225.0,镇惊丹,《丹台玉案》卷六,南星(jiang汁炒)  防风  枳实(麸炒)　天麻(甘草水煨)  半夏(姜制)  桔梗各72g  熟大黄(九蒸九晒)  生大黄  礞石(生用)各30g  巴豆霜(去油净)6g  朱砂  雄黄各12g,72g,祛风化痰，镇惊安神,止痉(小儿惊风),小儿急慢惊风，发喘痰盛，或咳嗽及痰迷心窍，不能言语。,上为末，炼蜜为丸，如粟米大。,每次0．9～1．2g，生姜汤送服；有风寒者，葱白汤送服。,,y,12.0,,,
宋,煮散,内,20373.0,醒风汤,《魏氏家藏方》卷一,人参  白茯苓  附子(生)  禹白附(炮)  白术(炒)  天南星(汤泡七次)  白芷  防风  天麻  半夏(汤泡七次)  蝉蜕各30g  全蝎15g(去毒),30g,益气助阳，化痰熄风,中风　虚,中风。头目弦晕，口眼晌动。,上锉碎。每次4．5～6g，用水150m1，加生姜3片，大枣1枚，煎至90ml，去滓。,温服,,y,12.0,,,
宋,丸,内,20401.0,薯蓣丸  ,《太平圣惠方》卷四,山药45g  远志15g(去心)  柏子仁30g  沉香30g  茯神30g  熟地黄45g  川芎30g  菖蒲15g  人参30g  丹参30g  甘草15g(炙微赤，锉)  防风30g,30g,益气血，安心神,其它　安神,心虚恐畏，胁腹暴痛，志意不乐。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，用温酒送服，不拘时候。,,y,12.0,,,
宋,散,内,20407.0,薯蓣散,《太平圣惠方》卷三十三,山药  防风  山茱萸  枳壳(麸炒微黄，去瓤)  人参  枸杞子  茯神  川芎  覆盆子各30g  甘菊花22．5g  细辛15g  甘草15g(炙微赤，锉),30g,益肝祛风,明目　肝虚,肝脏风虚，眼目昏暗，视物不明。,上为散,每次6g，空心、临卧以枣汤调服。,,y,12.0,,,
金,散,内,20438.0,薄荷散,《小儿卫生总微论》卷三,薄荷叶  藿香叶(去土)  荆芥穗  甘松  白芷  防风  川芎  桔梗  白僵蚕(去丝嘴) 炙甘草  藁本各30g  细辛15g,30g,疏风散热,祛风解表(风热),小儿风热温壮，及伤寒伤风，疮疹未辨之间。,上为末,每次3g，茶调温服。,,y,12.0,,,
宋,丸,内,20519.0,嚏惊丸,《幼幼新书》卷九引《张氏家传》,牛黄  芦荟  熊胆各3g  生蟾酥10个  朱砂2g  冰片  麝香各0．5g  雄黄15g  全蝎15g(轻炒)  白矾(枯过)  防风(焙)  荆芥穗各30g,30g,熄风止痉，开窍安神,止痉(小儿惊风),小儿急慢惊风，疮疹倒靥,上药除脑、麝外，一处细研匀，然后别研脑、麝，入前药内，再研，用蟾酥，少添数粒粳米饭和匀为丸，如芥子大。,每次1丸，用倒流水化药，灌鼻内，良久打嚏即愈；如未定，再灌之，三次不嚏，恶候也，别用药治之。如疮疹倒靥及疮平黑色斑出，急用鸡子壳盛酒半壳，生猪血半壳，用2～3丸入内化开，火灰内暖温，时时服之。,焙,y,12.0,,,
宋,丸,内,11929.0,枳壳羌活丸,《圣济总录》卷一五O,枳壳(麸炒)60s  羌活  牡荆实  人参各45g  防风  芍药  白茯苓  白芷各60g  细辛  当归(切，焙)  甘草(生用)各30g  牡丹皮75g　川芎90g,60g,补气养血，祛风除湿。,其它祛风除湿,妇女血风攻注，四肢麻木瘙痒，有如虫行，或肌生赤肿疼痛，肩背拘急，神情倦怠。,上为末，炼蜜为丸，如大弹子大。,每次1丸，用水350ml，煎至120m1，食后温服。,,y,13.0,,,
清,汤,内,12161.0,荆防牛蒡汤,《医宗金鉴》卷六十六,荆芥  防风  牛蒡子(炒，研)  金银花  陈皮  花粉  黄芩  蒲公英  连翘(去心)  皂刺各3g  柴胡  香附子  甘草(生)各1．5g,1.5g,清热解毒，散结消痈。,透疹　散结,外吹乳初起。乳房肿痛，寒热往来，烦躁口渴者。,用水400m1，煎至320m1，去滓。,食远服,,y,13.0,,,
清,汤,内,12167.0,荆防败毒散,《白喉全生集》,防风9g  柴胡  僵蚕(jiang汁炒)  法夏(jiang汁炒)  桔梗  前胡  独活各6g  荆芥  羌活  银花各4．5g  枳壳  粉草各3g  生姜3片,9g,疏表散寒，消肿利咽,祛风解表(风寒),白喉初起，白见于关内或关外，色必明润而平，满喉淡红，微肿略痛，头痛，恶寒发热，饮食如常，舌苔白，二便和，寒邪尚在表者。,水煎，去滓,温服,,y,13.0,,,
清,汤,内,12168.0,荆防败毒散,《青囊全集》卷下,荆芥4．5g  防风6g  羌活3g  独活2．4g  前胡4．5g  柴胡3g  桔梗3g  玄参6g 茯苓3g  川芎3g  白芷6g  草节1．5g  皂刺4．5g,6g,疏表解毒，消肿散结,祛风解表(风寒)；透疹　散结,疔疮，憎寒壮热者,上为散。野菊为引，水煎，去滓。,温服,,y,13.0,,,
明,汤,内,12175.0,荆芥连翘汤,《万病回春》卷五,荆芥  连翘  防风  当归  川芎  白芍  柴胡  枳壳  黄芩  山栀  白芷  桔梗各等分  甘草减半,等分,疏风清热，消肿止痛,祛风解表(风热),肾经风热，两目肿痛,水煎，去滓,温服,,n,13.0,,,
宋,其它,外,12499.0,药枕,《医部全录》卷三三一引《保生要录》,蔓荆子  甘菊花  通草  防风  羚羊角(屑)  犀角  石菖蒲各2．4g  细辛  白芷  川芎  藁本各18g  白术1．2g  黑豆135g(拣净),2.4g,凉肝熄风，止痛定眩。,祛风解表(风邪头痛),头风目眩,上为细末，相拌令匀，以生绢囊盛之；欲其气全，次用碧罗袋盛之如枕样，纳药直令紧实，置于盒子中，其盒形亦如枕，纳药囊，令出盒子唇约5cm。,晚来欲枕时，揭去盒子盖，不枕即盖之，使药气不散。枕之日久，渐低，更入药以实之，或添黑豆，令如初，三至五月后，药气散则换之。,,y,13.0,,,
明,丸,内,12541.0,赵氏苁蓉菟丝子丸,《证治准绳·女科》卷四,肉苁蓉42g  覆盆子  蛇床子  川芎  当归  菟丝子各36g  白芍药30g  牡蛎(盐泥固济，煅)  乌贼鱼骨各24g  五味子  防风各18g　黄芩15g  艾叶9g,18g,助阳生子,其它助阳气,不孕症,上药焙干为末，炼蜜为丸，如梧桐子大。,每次30～40丸，早、晚用清盐汤送服。,,y,13.0,,,
现代,汤,内,12892.0,复方白鲜皮煎剂 ,《中医皮肤病学简编》,白鲜皮15g  赤芍9g  赤苓9g  炒僵蚕9g  银花15g  连翘15g  蛇床子9g  生地9g  丹皮6g  防风6g  白芷4g  生甘草3g  黄芪15g,6g,清热解毒，祛风除湿。,止痒,药物性皮炎。, 水煎，去滓。,温服。,,y,13.0,,,
金,煮散,内,13093.0,重明散 ,《宣明论方》卷十四,川独活  川羌活  川芎  射干  淫羊藿  防风  甘草  井泉石  苍术各15g  丹参  白术  石决明  草决明各22.5g,15g,祛风散热，除障明目。,祛风解表(风热)　目,风热上侵，致患外障气眼疾。,上为末。每次9g，用水220ml，煎至150ml，去滓。,食后温服，一日三次。,,y,13.0,,,
清,汤,内,13249.0,顺气利咽汤,《喉科紫珍集》,川芎  枳壳  乌药  白芷  陈皮各2．1g  桔梗  栀子  花粉各3g  防风  黄芩各2.4g  牛蒡子  玄参各3．6g  甘草1．5g,2.4g ,疏风清热，顺气利咽。,祛风解表(风热),喉风初起，肿胀，痰壅气促，呛食难进；风热上侵，喉中干燥作痛，无痰涎而气喘者。,加连须葱1小枝，灯心66cm，用水400ml，煎至280ml，去滓。,温服。,,y,13.0,,,
清,汤,内,13299.0,追风消毒饮,《青囊全集》卷下,防风4.5g  银花4．5g  草节1．5g 桔梗3g  射干4．5g  苦参6g  蚤休30g  羚羊角6g  犀角3g  虎骨4．58  羌活3g  白芷7．5g  黄芩4．5g,4.5g,清热解毒，凉血泻火。,透疹　散结；止痉,疔疮，心肝火毒甚，发狂大热者。, 野黄菊为引，水煎，去滓。,温服。,,y,13.0,,,
宋,汤,内,13398.0,独活汤,《圣济总录》卷五十七,独活  人参  白茯苓  吴茱萸(水浸12小时，炒)  炙甘草  炮干姜  陈皮(汤浸，去白，焙)  黄芪(锉)  肉桂  芍药  川芎  防风(去叉)各30g  当归(切，焙)60g,30g,温中益气，和血止痛。,祛风解表(风寒),中焦阳衰，气血俱虚，外感风寒，心腹冷痛。,上为末。先以水300ml，羊肉60g，煮至150ml，去肉；下药末9g，加生姜7．5g(切)、大枣2个(劈破)，煎至lOOml，去滓。,温服，每日三次。,去叉,y,13.0,,方中人参、黄耆、茯苓、炮姜、甘草有理中之意，益气温中；当归、芍药、川芎为四物之制，补血调血；吴萸、肉桂助中阳以温脾；独活、防风散风寒以祛邪，陈皮行气和胃；羊肉温补精血。诸药配合，可使中阳复，气血充，阴寒去而痛可止。,
清,汤,外,13591.0,洗眼仙水,《疡医大全》卷十一,胆矾(先研细)  连翘  防风  荆芥 红花各9g  铜绿  明矾  皮消  当归尾  甘菊花 赤芍药各15g  杏仁(研)  桃仁各40粒(研),9g,祛风清热，活血解毒。,祛风解表(风热)　目,风火上攻，眼目赤痛。,上药共入坛内，用烧滚河水、井水2.5kg，冲入药内，重汤煮大半炷香，将坛半段埋在土内盖好。,每次用药水50m1，以软绢蘸洗。,,y,13.0,,,
清,汤,内,13640.0,活络饮 ,《古方汇精》卷一,淮牛膝  明天麻各3g  防风2.4g 红花1．2g  生赤首乌  制赤首乌  生黄芪  熟黄芪  制杜仲  丹参各4．5g  独支当归12g  法制半夏9g  桂枝1．5g,2.4g,养血活血，祛风通络。,胜湿止痛,偏痹。,水煎，去滓。,温服。,,y,13.0,,,
明,汤,内,14006.0,祛风润燥汤 ,《外科经验方》,防风  荆芥  羌活  黄连  黄芩  秦艽  枳壳各4.5g  当归(酒拌)  皂荚仁(去皮，存性)  桃仁(去皮、尖，研)  泽泻  红花各3g  大黄(煨)6g,4.5g,祛风泻火，活血润燥。,祛风宽肠,痔疮。锨肿作痛，大便秘涩。,用水400ml，煎至300ml，去滓。,食前温服。,,y,13.0,,,
明,汤,内,14008.0,祛风清热散,《仁术便览》卷一,细辛0．5g  jiu黄芩芩6g  白芷3．6g  防风2.4g  柴胡梢2．4g  川芎3g  荆芥2．1g  羌活2．18  甘草1．5g  蔓荆子0．9g  天麻2．1g  石膏4．5g  菊花2．1g,2.4g,疏风泻火，散热止痛。,祛风解表(风热),风热头目昏痛，偏正头风，头昏鼻塞。,水煎，去滓,食远热服,,y,13.0,,,
清,汤,内,14013.0,祛邪立效散,《会约医镜》卷六,陈皮  半夏  茯苓  甘草  白芷  川芎  荆子各3g  羌活  防风  桂枝各2．4g  北细辛0．9g  苏叶1．2g  生姜1．5g,2.4g,疏风散寒,祛风解表(风寒),外感风寒，头痛暴甚，畏风恶寒，脉紧而弦。,水煎，去滓,热服。取汗,,y,13.0,,,
宋,膏,外,14152.0,神效膏,《圣济总录》卷一八三,木通  炙甘草  当归(炙，锉)  白芷  防风  细辛  栀子仁  黄连  黄芩(去心)各7．5g  垂柳枝(锉)60g  铅丹180g  蜡15g  清油500g,7.5g,清热解毒，散结止痛。,透疹　散结,痈疽发背，热毒气结，肿痛坚硬。,上除丹、蜡、油外，锉碎，先用油浸药一宿，于火上煎，候白芷赤黑色，绞去滓，下丹、蜡再煎，不住手搅，候变黑色，滴水成珠，软硬得所，瓷器盛贮，摊于布或纸上。,贴患处，一日二次。以愈为度。,,y,13.0,,,
宋,汤,内,14229.0,神仙活命饮,《女科万金方》又名秘方夺命散(《袖珍方》卷三)  真人活命散、仙方活命饮(《痈疽神秘验方》,穿山甲  甘草  防风  没药  赤芍药各3g  白芷1．8g  当归梢  乳香  贝母  天花粉　角刺各3g  金银花  陈皮各9g,3g,清热解毒，消肿溃坚，活血止痛。,透疹　散结,一切热毒痈疽疮疡，红肿热痛，脓已成或未成者。,用好酒750ml，煎至372ml。,一切热毒痈疽疮疡，红肿热痛，脓已成或未成者。,,y,13.0,,方中银花清热解毒；归尾、赤芍、没药、乳香活血止痛；陈皮理气以助血行；防风、白芷疏风散结以消肿；贝母，天花粉清热排脓，散结消肿；穿山甲，皂角刺穿透经络，溃坚排脓，甘草清热解毒。诸药合用，使热清毒解，气行血畅，则肿消痛止。加酒煎服，因酒性善走，既能活血，又能协助诸药直达病所。,
现代,汤,内,14399.0,退热饮,《眼科全书》卷四,五味子  黄连  黄芩  车前子  栀子  石膏  连翘  龙胆草  玄参  防风  黄柏  地骨皮  茺蔚子,wbz,清散郁热,散肝舒脾(散伏火),脾胃郁热，睑生风粟，如麻如米，甚如杨梅之状，摩擦瞳仁，黑睛有翳，久久渐昏，流泪不止。,水煎，去滓,食后服,,n,13.0,,,
明,汤,内,14462.0,除湿胃苓汤,《外科正宗》卷四,防风  苍术  白术  赤茯苓  陈皮　厚朴  猪苓  山栀  木通  泽泻  滑石各3g  甘草  薄桂各1g,3g,疏风清热，健脾利湿。,祛风解表(风热),脾肺二经湿热壅遏，致生火丹，溃烂疼痛。,用水400m1，加灯心20根，煎至320ml，去滓。,食前温服,,y,13.0,,,
明,汤,内,14463.0,除湿健脾汤,《万病回春》卷三,白术(炒)4．5g  苍术(米泔浸，炒)3g  白茯苓3g  白芍(醋炒)3g  当归2．4g  厚朴(姜炒)1．8g  陈皮2．4g  猪苓  泽泻各2．1g  柴胡　升麻各1．5g  防风1．8g  炙甘草1．2g,1.8g,健脾利湿,散肝舒脾(升阳),久泻，色苍而齿疏，倦怠，食减下坠。,加生姜3片，大枣1枚，水煎，去滓。,早、晚热服,,y,13.0,,,
明,汤,内,14489.0,结毒神效方,《丹台玉案》卷六,当归  川芎各9g  肥皂荚7个  防风  生地  白鲜皮  赤芍  金银花  牛膝  人参　防己  威灵仙各6g  土茯苓120g,6g,益气养血，解毒散结，祛风胜湿,透疹　散结,一切结毒，并筋骨痛,用水800ml，煎400ml，去滓。,温服。服后饮酒，以助药力。,,y,13.0,,,
清,汤,内,14941.0,破结汤,《医林纂要》卷十,防风  荆芥  川芎  当归(酒洗)  连翘  白鲜皮(炒)  白牵牛(炒)各3g  牛膝2．1g　皂角刺9g  生甘草1．5g  金银花3g  细辛9g  土茯苓120g,3g,祛风解毒，化瘀破结,透疹　散结,杨梅结毒,水煎，去滓,温服,,y,13.0,,方中防风、荆芥、细辛祛风邪，散结毒；川芎、当归、牛膝化瘀血，通经络；连翘、金银花清解热毒；白鲜皮、土茯苓除湿解毒；白牵牛逐小肠膀胱之毒；皂角刺达于毒所结之处而破其结；生甘草泻火解毒，并能缓和药性。诸药配伍，共奏祛风解毒，化瘀破结之功。,
明,丸,内,14985.0,换金丹,《医学六要·治法汇》卷四,荆芥穗  白僵蚕  甘草  防风各30g  天麻  川乌头(生用)  白附子(生用)  蝎梢(炒，去毒)  羌活  细辛  川芎  藿香各15g  薄荷90g,30g,搜风通络,止痉；祛风解表(风热),风热客于上焦，口眼喁斜。,上为细末，炼蜜为丸，如弹子大。,每次1丸，细嚼，茶、酒送服；如左喁以此涂于右，右喁涂于左。,,y,13.0,,,
金,丸,内,15182.0,铁弹丸,《儒门事亲》卷十二,地龙  防风  白胶香  没药  马钱子(去皮)  草乌头(水浸，炮)  白芷  五灵脂  当归各30g  细墨9g  麝香(另研)  乳香(另研)  升麻各6g,30g,祛风通络，活血化瘀。,中风,中风瘫痪,上为末，糯粥为丸，如弹子大。,每次1丸，生姜酒送服。,,y,13.0,,,
明,汤,内,15234.0,秘方仙遗粮汤,《景岳全书》卷六十四,土茯苓60g(用鲜者，洗净，以木石臼捶碎)  当归  生地  防风  木通  薏仁各2．4g　金银花  黄连  连翘各3g  白术  白鲜皮各2．1g  皂刺1．8g  甘草1．2g,2.4g,清热解毒，消肿散结。,透疹　散结,一切杨梅疮,加灯心20根，先用土茯苓加水900ml，煎至600mi，去滓；再入余药，煎至300ml，去滓。,食后服,,y,13.0,,,
明,汤,内,15413.0,消风散,《外科正宗》卷四又名凉血消风散(《外科大成》卷四),当归  生地  防风  蝉蜕  知母  苦参  胡麻  荆芥  苍术  牛蒡子  石膏各3g  甘草  木通各1．5g,3g,疏风祛湿，清热凉血。,透疹,风湿热毒侵袭肌肤，致患瘾疹，湿疹、风疹。,用水400ml，煎至320ml，去滓,食远服,,y,13.0,,方中荆芥、防风、牛蒡子、蝉蜕疏风透表，苦参、苍术清热燥湿，木通渗利湿热，石膏、知母清热泻火，当归活血和营，生地清热凉血，胡麻养血润燥，甘草调和诸药。配合成方，共奏疏风祛湿，清热凉血之功。,
现代,汤,内,15549.0,消风清燥汤,《中医皮肤病学简编》,当归9g  威灵仙6g  防风9g  蝉蜕9g  川芎9g  黄连6g  花粉6g  苦参9g  白芍6g  生地21g  黄芩21g  石膏12g  甘草6g,9g,祛风活血，清热燥湿。,止痒,脂溢性皮炎,水煎，去滓,温服,,y,13.0,,,
明,汤,内,15560.0,消肿四物汤,《鲁府禁方》卷三,当归(酒洗)  川芎  赤芍各1．8g　车前子3g  青木香1．5g  赤茯苓  猪苓  泽泻　大腹皮  葶苈  防风  木通  槟榔各3g,3g,行气活血，利水消肿。,其它祛风除湿,气滞血瘀，水湿内停，遍身浮肿，小便不利。,加葱3根，水煎，去滓,温服,,y,13.0,,,
宋,丸,内,16479.0,菊花丸,《圣济总录》卷一一二,菊花30g  黄连  槐子各45g  车前子  茺蔚子  青葙子  地肤子  决明子(微炒)  菥萁子  苦参  防风  黄芩(去黑心)  蕤仁各30g,30g,祛风清热，明目消障。,祛风解表(风热)　目,眼昏暗，渐成内障,上为末，炼蜜为丸，如梧桐子大。,每次20丸，食后用米饮送服，临卧再服。,,y,13.0,,,
清,酒,内,16714.0,黄耆酒,《杂病源流犀烛》卷十三,黄芪  防风  细辛  独活  川芎  牛膝各45g  附子  花椒  炙甘草各30g  川乌  山茱萸  秦艽  葛根各21g,45g,祛风除湿，散寒通络,胜湿止痛,肢体麻木，痹甚者。,上药浸酒，去滓取汁。,每日三次，每次饮适量。,,y,13.0,,,
元,丸,内,17253.0,旋覆花丸,《御药院方》卷一,旋覆花30g  防风  吴白芷  甘菊花  天麻  天南星(炮)  禹白附(炮)  半夏(汤洗)　陈皮(去白)  川芎  蝎梢(去毒，炒)  僵蚕(炒去丝)  石膏(研)各30g,30g,祛风化痰，清利头目,祛风解表(头痛)；止痉,风痰实热上扰，头目昏眩，旋运欲倒，呕哕恶心，恍惚不宁，神志昏愦，肢体倦怠，颈项强硬，手足麻痹；偏正头痛,上为细末，生姜汁煮面糊为丸，如梧桐子大。,每次30～40丸，食后用温生姜汤或茶清送服。,,y,13.0,,,
现代,丸,内,17616.0,清咽利膈丸,《北京市中药成方选集》,连翘1kg  黄芩1kg  生栀子1kg　薄荷1kg  防风1kg  玄参(去芦)1kg  天花粉1kg  射干1kg  荆芥穗1kg  牛蒡子(炒)1kg  桔梗2kg  熟大黄250g  甘草1．5kg,1kg,清热利咽，消肿止痛,祛风解表(风热),心胃热盛，胸膈不利，咽喉肿痛，口苦舌干，大便秘结，小便赤黄。,上为细末，过罗，用冷开水泛为小丸。,每次6g，温开水送服，—日二次,,y,13.0,,,
宋,丸,内,17742.0,羚羊角丸,《太平圣惠方》卷七十八,羚羊角屑30g  生地黄22．5g  羌活30g  防风30g  附子30g(炮裂，去皮、脐)  桂心22．5g  黄芪15g(锉)  麻黄30g(去根节)  当归15g(锉，微炒)  酸枣仁15g(微炒)  牛膝15g　川芎15g  萆薢22．5g(锉),30g,补虚扶正，祛风和络。,止痉(产后中风),产后中风，四肢筋脉挛急疼痛，心神烦闷，背项强直。,上为末，炼蜜为丸，如梧桐子大。,每次30丸，温酒送服，不拘时候,,y,13.0,,,
宋,煮散,内,17780.0,羚羊角散,《太平圣惠方》卷五十三,羚羊角屑22．5g  知母22．5g  黄芪22．5g(锉)  天花粉22．5g  麦冬22．5g(去心)　茯神22．5g  地骨皮22．5g  人参22．5g  防风22．5g  炙甘草15g  石膏45g  酸枣仁22．5g(微炒)  黄芩15g,22.5g,清热生津，除烦止渴。,其它,消渴。饮水不止，心神恍惚，卧不安稳。,上为散。每次15g，用水300m1，加生姜4g，淡竹叶14片，小麦13g，煎至150m1，去滓。,食后温服,,y,13.0,,,
现代,膏,外,18496.0,紫色消肿膏,《赵炳南临床经验集》,紫草15g  升麻30g  贯众6g  赤芍30g  紫荆皮15g  当归60g  防风15g  白芷60g  草红花15g  羌活15g  芥穗15g  儿茶15g  神曲15g,15g,活血化瘀，消肿止痛。,透疹　散结,慢性丹毒，流注，结节性红斑，新生儿头皮血肿。,上为细末。每药末120g加血竭面3g，山奈面6g，乳香、没药各12g，凡士林120g，调匀备用。,敷患处,,y,13.0,,,
现代,汤,内,18776.0,痤愈汤,《中医皮肤病学简编》,荆芥12g  防风9g  川芎6g  白芷4g  桔梗9g  枳壳9g  黄连6g  黄芩6g  栀子9g  连翘9g  当归9g  薄荷3g  甘草6g,9g,祛风活血，清热解毒。,透疹　散结,痤疮,水煎，去滓,温服,,y,13.0,,,
清,汤,内,19037.0,滋荣活络汤,《傅青主女科·产后编》卷上,川芎4．5g  当归  熟地  人参各6g  黄芪  茯神  天麻各3g  炙草  陈皮  荆芥穗  防风  羌活各1．2g  黄连(jiang汁炒)2．4g,1.2g,养血熄风，通经活络。,止痉(产后中风),产后血少，口噤项强，筋搐类风症。,水煎，去滓,温服,,y,13.0,,,
现代,汤,内,19180.0,疏风清热饮,《朱仁康临床经验集》,荆芥9g  防风9g  牛蒡子9g  白蒺藜9g  蝉蜕4．5g  生地15g  丹参  赤芍  炒山栀  黄芩  银花  连翘各9g  生甘草6g,9g,疏风清热，凉血解毒。,祛风解表(风热)；透疹　散结,风热型荨麻疹,水煎，去滓,温服,,y,13.0,,方中荆芥、防风、牛蒡子、白蒺藜、蝉衣疏表祛风；生地、丹参、赤芍凉营清热；黄芩、山栀、银花、连翘、甘草清热解毒。配合成方，共奏疏风清热，凉血解毒之功。,
明,汤,内,19630.0,解毒天浆散,《外科正宗》卷二),石决明(生研)  僵蚕  穿山甲(土炒)  防风  连翘  羌活  乳香  甘草  金银花  黄连　当归尾各3g  大黄9g  天花粉(石臼内捣烂，以水375ml，搅匀绞，去滓用),3g,清热泻火，解毒消痈。,透疹　散结,脑疽。积毒日深，坚肿木硬，口燥舌干，恶心烦渴，六脉沉实有力，大便秘结不通,上以花粉净汁375ml，同药煎至300ml，去滓。,入酒200ml，空心热服。行过三次，方用饮食。,,y,13.0,,,
现代,汤,内,19639.0,解毒快疹汤,《麻疹专论》,葛根3g  连翘  牛蒡子(炒)  荆芥  防风  当归  生地  蝉蜕各2．4g  黄芩(jiu炒)  枳壳  木通各1．8g  西河柳1．5g  犀角0．9g(磨汁冲),2.4g,解毒透疹,透疹,小儿麻疹，疹现二至三日，疹出不尽，变生险症。,上药煎汤,温服，一日一剂。以上为小儿用量，如5岁以上者，药量酌增。,,y,13.0,,,
宋,丸,内,19896.0,磁石丸,《太平圣惠方》卷三十,磁石60g(烧，醋淬七遍，捣碎细研，水飞过)  阳起石(细研，水飞过)  白石英30g(细研，水飞过)  菟丝子30g(jiu浸三日，晒干，别捣为末)  熟地黄30g  石斛30g  五味子22．5g  天花粉22．5g  防风22．5g  巴戟30g  桂心 22．5g  人参30g  蛇床子22．5g,22.5g,益肾补虚,其它助阳气,虚劳少气,上为末，炼蜜为丸，如梧桐子大。,每次30丸，食前用温酒送服。,,y,13.0,,,
金,散,外,20188.0,蝎梢散,《兰室秘藏》卷中,白芷  当归身  柴胡各0．6g  桂枝  升麻  防风  藁本  黄芪各0．9g  羌活1．5g　草豆蔻皮3g  麻黄(去节)4．5g  蝎梢少许  羊胫骨灰7．5g,0.9g,疏风散寒，通络止痛。,祛风解表(风寒牙痛),风寒犯脑，牙齿疼痛,上为细末,先用温水漱口净，后将药擦牙痛处。,,y,13.0,,,
清,丸,外,20228.0,镇液丹,《理瀹骈文》,生黄芪60g  白术  枣仁  熟地  当归  白芍  柏子仁  麻黄根各30g  五味子  防风  龙骨各15g  牡蛎粉45g  赤石脂36g,15g,益气养阴，固表止汗,祛风解表(虚感),自汗盗汗,上为细末，用红枣肉、黑小豆、浮小麦各60g，煎汁化牛胶15g和丸；亦可用麻油熬膏，黄丹收。,丸剂，酌用开水磨涂心口；膏剂，贴心口。,,y,13.0,,,
金,丸,内,20741.0,麝香牛黄丸,《小儿卫生总微论》卷五,牛黄3g  麝香3g(研)  蝎梢3g(生)  乳香3g(研)  没药3g(研)  蜈蚣1条(酥炙)  花蛇肉(去骨)3g(jiu浸一宿)  天南星7．5g(炮)  草乌7．5g(炮，去皮)  天麻7．5g(锉研)  防风7．5g  雄黄1．5g(研，水飞)  朱砂24g(研),7.5g,开窍安神，熄风定惊。,止痉(小儿惊风),小儿急慢惊风,上为细末，酒糊和剂，如皂子大。,一岁至三岁儿每次1丸，研细，煎金银薄荷汤调服，七岁至十岁服2～3丸，煎人参汤调服；慢惊风，细研3丸灌下，不拘时候。,,y,13.0,,,
宋,散,内,11992.0,栀子散,《太平圣惠方》卷三十二,栀子仁15g  秦皮  蔓荆子  白芷　细辛  玄参  决明子  菥？（草头下面冥）子  防风  车前子  赤茯苓  枳壳 蕤仁  甘菊花各22．5g,22.5g,祛风清热,祛风解表(风热)　目,风热上侵，眼赤而痒，见风流泪。,上为细散,每次3g，食后用竹叶汤调服。,,y,14.0,,,
宋,丸,内,12795.0,思仙续断丸,《魏氏家藏方》卷八,杜仲60g(去皮，姜制，炒断丝)  全蝎(去毒)  木瓜  五加皮  防风  当归(jiu浸)  萆薢  天麻(jiu浸)  薏苡仁  续断  白术(炒)  羌活　牛膝(去芦，jiu浸)  生地黄(洗)各等分,等分,益肝肾，祛风湿，强筋骨,胜湿止痛,脚气,上为细末，以好酒1．8L化青盐90g，木瓜250g(去皮、瓤，切片)，同青盐熬成膏，为丸如梧桐子大。,每次30～50丸，食前用温酒或盐汤送服。,,n,14.0,,,
